"","query","superkingdom","kingdom","subkingdom","phylum","superclass","class","subclass","infraclass","superorder","order","suborder","infraorder","parvorder","superfamily","family","subfamily","tribe","genus","subgenus","species","subspecies"
"Taxa00816","Taxa00816","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomoidea","Chironomidae","Chironominae","Tanytarsini","Tanytarsus","","Tanytarsus oyamai",""
"Taxa00817","Taxa00817","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomoidea","Chironomidae","Chironominae","Tanytarsini","Tanytarsus","","Tanytarsus tamagotoi",""
"Taxa00818","Taxa00818","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa00819","Taxa00819","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomoidea","Chironomidae","Chironominae","Tanytarsini","Tanytarsus","","",""
"Taxa00820","Taxa00820","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa00821","Taxa00821","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Hymenoptera","Apocrita","Parasitoida","","Chalcidoidea","","","","","","",""
"Taxa00822","Taxa00822","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","STD_mlCOI05",""
"Taxa00823","Taxa00823","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","","","","","","",""
"Taxa00824","Taxa00824","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa00825","Taxa00825","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","","","","","","",""
"Taxa00826","Taxa00826","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa00827","Taxa00827","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa00828","Taxa00828","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomoidea","Chironomidae","Chironominae","Chironomini","Chironomus","","",""
"Taxa00829","Taxa00829","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa00830","Taxa00830","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa00831","Taxa00831","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa00832","Taxa00832","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Orthoptera","Caelifera","Acrididea","","Acridoidea","Acrididae","","","","","",""
"Taxa00833","Taxa00833","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Culicoidea","Culicidae","Culicinae","Aedini","Aedes","Finlaya","Aedes japonicus",""
"Taxa00834","Taxa00834","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa00835","Taxa00835","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","STD_mlCOI03",""
"Taxa00836","Taxa00836","Eukaryota","Metazoa","","Arthropoda","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","","Tarsonemoidea","Tarsonemidae","","","","","",""
"Taxa00837","Taxa00837","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa00838","Taxa00838","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","","","","","","",""
"Taxa00839","Taxa00839","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa00840","Taxa00840","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Hymenoptera","Apocrita","Parasitoida","","Chalcidoidea","","","","","","",""
"Taxa00841","Taxa00841","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa00842","Taxa00842","Eukaryota","Metazoa","","","","","","","","","","","","","","","","","","",""
"Taxa00843","Taxa00843","Eukaryota","Metazoa","","","","","","","","","","","","","","","","","","",""
"Taxa00844","Taxa00844","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa00845","Taxa00845","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa00846","Taxa00846","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa00847","Taxa00847","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomoidea","Chironomidae","","","","","",""
"Taxa00848","Taxa00848","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa00849","Taxa00849","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa00850","Taxa00850","Eukaryota","Metazoa","","Arthropoda","","Collembola","","","","","","","","","","","","","","",""
"Taxa00851","Taxa00851","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomoidea","Chironomidae","Chironominae","Chironomini","Chironomus","","",""
"Taxa00852","Taxa00852","Eukaryota","Metazoa","","Arthropoda","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Eriophyoidea","","","","","","",""
"Taxa00853","Taxa00853","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa00854","Taxa00854","Eukaryota","Metazoa","","Arthropoda","","","","","","","","","","","","","","","","",""
"Taxa00855","Taxa00855","Eukaryota","Viridiplantae","","Chlorophyta","","Chlorophyceae","","","","Chlamydomonadales","","","","","Chlamydomonadaceae","","","Chlamydomonas","","",""
"Taxa00856","Taxa00856","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomoidea","Chironomidae","Chironominae","Tanytarsini","Tanytarsus","","Tanytarsus oyamai",""
"Taxa00857","Taxa00857","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa00858","Taxa00858","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","","","","","","","","","","",""
"Taxa00859","Taxa00859","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","STD_mlCOI04",""
"Taxa00860","Taxa00860","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa00861","Taxa00861","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","STD_mlCOI05",""
"Taxa00862","Taxa00862","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa00863","Taxa00863","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa00864","Taxa00864","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomoidea","Chironomidae","Chironominae","Chironomini","Chironomus","","",""
"Taxa00865","Taxa00865","Eukaryota","Fungi","Dikarya","Ascomycota","","Sordariomycetes","","","","","","","","","","","","","","",""
"Taxa00866","Taxa00866","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa00867","Taxa00867","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Hymenoptera","Apocrita","Parasitoida","","Chalcidoidea","Encyrtidae","Encyrtinae","","Copidosoma","","",""
"Taxa00868","Taxa00868","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa00869","Taxa00869","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa00870","Taxa00870","Eukaryota","Metazoa","","Rotifera","","Monogononta","","","Pseudotrocha","Ploima","","","","","","","","","","",""
"Taxa00871","Taxa00871","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa00872","Taxa00872","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa00873","Taxa00873","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Adephaga","","","Caraboidea","Carabidae","Harpalinae","","","","",""
"Taxa00874","Taxa00874","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","","","","","","",""
"Taxa00875","Taxa00875","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","STD_mlCOI04",""
"Taxa00876","Taxa00876","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Adephaga","","","Caraboidea","Carabidae","Harpalinae","","","","",""
"Taxa00877","Taxa00877","Eukaryota","Metazoa","","Arthropoda","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","","Tetranychoidea","Tetranychidae","","","Tetranychus","","Tetranychus pueraricola",""
"Taxa00878","Taxa00878","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa00879","Taxa00879","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Hymenoptera","Apocrita","Parasitoida","","Chalcidoidea","","","","","","",""
"Taxa00880","Taxa00880","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa00881","Taxa00881","Eukaryota","Metazoa","","Rotifera","","Monogononta","","","Pseudotrocha","Ploima","","","","","","","","","","",""
"Taxa00882","Taxa00882","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","Psocodea","Psocoptera","Psocomorpha","Caeciliusetae","","Caeciliusoidea","Caeciliusidae","","","","","",""
"Taxa00883","Taxa00883","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa00884","Taxa00884","Eukaryota","","","Bacillariophyta","","Bacillariophyceae","","","","Bacillariales","","","","","Bacillariaceae","","","Nitzschia","","Nitzschia palea",""
"Taxa00885","Taxa00885","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa00886","Taxa00886","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa00887","Taxa00887","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa00888","Taxa00888","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","","","","","","",""
"Taxa00889","Taxa00889","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa00890","Taxa00890","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Culicoidea","Culicidae","Culicinae","Aedini","Aedes","","",""
"Taxa00891","Taxa00891","","","","","","","","","","","","","","","","","","","","",""
"Taxa00892","Taxa00892","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa00893","Taxa00893","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa00894","Taxa00894","","","","","","","","","","","","","","","","","","","","",""
"Taxa00895","Taxa00895","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","STD_mlCOI04",""
"Taxa00896","Taxa00896","","","","","","","","","","","","","","","","","","","","",""
"Taxa00897","Taxa00897","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa00898","Taxa00898","","","","","","","","","","","","","","","","","","","","",""
"Taxa00899","Taxa00899","Eukaryota","Metazoa","","","","","","","","","","","","","","","","","","",""
"Taxa00900","Taxa00900","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","STD_mlCOI04",""
"Taxa00901","Taxa00901","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa00902","Taxa00902","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Hymenoptera","Apocrita","Aculeata","","Formicoidea","Formicidae","Formicinae","Lasiini","Lasius","Lasius","",""
"Taxa00903","Taxa00903","Eukaryota","Metazoa","","Chordata","Sarcopterygii","Mammalia","","","Euarchontoglires","Primates","Haplorrhini","Simiiformes","Catarrhini","Hominoidea","Hominidae","Homininae","","Homo","","Homo sapiens",""
"Taxa00904","Taxa00904","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa00905","Taxa00905","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomoidea","Chironomidae","Chironominae","Chironomini","Chironomus","","",""
"Taxa00906","Taxa00906","Eukaryota","","","","","Oomycetes","","","","","","","","","","","","","","",""
"Taxa00907","Taxa00907","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa00908","Taxa00908","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa00909","Taxa00909","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","","","","","","","","","","","","","",""
"Taxa00910","Taxa00910","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa00911","Taxa00911","Eukaryota","Metazoa","","Arthropoda","","Collembola","","","","","","","","","","","","","","",""
"Taxa00912","Taxa00912","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa00913","Taxa00913","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa00914","Taxa00914","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Culicoidea","Culicidae","Culicinae","Aedini","Aedes","Finlaya","Aedes japonicus",""
"Taxa00915","Taxa00915","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomoidea","Chironomidae","Chironominae","Tanytarsini","Tanytarsus","","Tanytarsus oyamai",""
"Taxa00916","Taxa00916","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa00917","Taxa00917","Eukaryota","Metazoa","","Arthropoda","","","","","","","","","","","","","","","","",""
"Taxa00918","Taxa00918","Eukaryota","Metazoa","","Chordata","Sarcopterygii","Mammalia","","","Euarchontoglires","Primates","Haplorrhini","Simiiformes","Catarrhini","Hominoidea","Hominidae","Homininae","","Homo","","Homo sapiens",""
"Taxa00919","Taxa00919","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa00920","Taxa00920","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa00921","Taxa00921","Eukaryota","","","","","","","","","","","","","","","","","","","",""
"Taxa00922","Taxa00922","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Diptera","Brachycera","Muscomorpha","","Ephydroidea","Ephydridae","Discomyzinae","","Psilopa","","",""
"Taxa00923","Taxa00923","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa00924","Taxa00924","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Hemiptera","Sternorrhyncha","Aphidomorpha","","Aphidoidea","Aphididae","Aphidinae","Aphidini","Aphis","Aphis","Aphis craccivora",""
"Taxa00925","Taxa00925","Eukaryota","Metazoa","","Arthropoda","","","","","","","","","","","","","","","","",""
"Taxa00926","Taxa00926","Eukaryota","Metazoa","","","","","","","","","","","","","","","","","","",""
"Taxa00927","Taxa00927","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Hymenoptera","Apocrita","Parasitoida","","Chalcidoidea","","","","","","",""
"Taxa00928","Taxa00928","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","STD_mlCOI03",""
"Taxa00929","Taxa00929","Eukaryota","Metazoa","","Arthropoda","","","","","","","","","","","","","","","","",""
"Taxa00930","Taxa00930","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","","","","","","","","","","","",""
"Taxa00931","Taxa00931","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","Amphiesmenoptera","Lepidoptera","Glossata","Neolepidoptera","Heteroneura","","","","","","","",""
"Taxa00932","Taxa00932","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Hymenoptera","Apocrita","Parasitoida","","Chalcidoidea","","","","","","",""
"Taxa00933","Taxa00933","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Hymenoptera","Apocrita","Parasitoida","","Chalcidoidea","","","","","","",""
"Taxa00934","Taxa00934","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Hymenoptera","Apocrita","Parasitoida","","Chalcidoidea","","","","","","",""
